timestamp,acc_x,acc_y,acc_z,act,fall,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
4,3.512.293.815.612.790,34.141.316.413.879.300,8.779.537.200.927.730,CHI,1,-5.454.154.014.587.400,-1.746.501.088.142.390,-8.346.347.212.791.440,12.899.999.618.530.200,-25.199.999.809.265.100,16.260.000.228.881.800
5,252.109.432.220.459,287.064.790.725.708,763.989.782.333.374,CHI,1,-11.089.402.437.210.000,-6.508.765.816.688.530,-7.808.388.471.603.390,1.259.999.942.779.540,-21.599.998.474.121.000,18.779.998.779.296.800
5,16.950.948.238.372.800,2.231.395.959.854.120,8.015.787.124.633.780,CHI,1,-13.033.510.446.548.400,-12.836.437.225.341.700,-9.134.642.481.803.890,1.415.999.984.741.210,29.999.998.211.860.600,17.760.000.228.881.800
5,-24.660.277.366.638.100,33.231.520.652.770.900,9.373.299.598.693.840,CHI,1,-7.360.977.530.479.430,4.356.931.746.006.010,-2.780.340.313.911.430,15.299.999.237.060.500,17.999.999.523.162.800,1.434.000.015.258.780
6,4.417.302.131.652.830,-5.793.967.843.055.720,13.646.949.768.066.400,CHI,1,-1.850.364.327.430.720,-13.193.299.770.355.200,33.555.831.760.168.000,16.020.000.457.763.600,21.599.998.474.121.000,12.960.000.038.146.900
6,838.449.478.149.414,25.234.885.215.759.200,22.086.511.611.938.400,CHI,1,3.430.151.641.368.860,-2.057.558.298.110.960,9.102.684.855.461.120,15.839.999.198.913.500,47.999.998.927.116.300,1.409.999.942.779.540
6,-24.660.277.366.638.100,10.103.530.883.789.000,10.467.450.141.906.700,CHI,1,8.474.178.910.255.430,-36.911.413.073.539.700,2.274.339.646.100.990,16.260.000.228.881.800,-1.5,12.899.999.618.530.200
7,11.346.121.788.024.900,6.648.698.329.925.530,11.101.913.452.148.400,CHI,1,12.559.467.554.092.400,-5.187.838.077.545.160,-2.663.161.139.935.250,1.631.999.969.482.420,-16.799.999.475.479.100,12.899.999.618.530.200
7,-74.100.542.068.481.400,4.920.084.476.470.940,1.843.535.304.069.510,CHI,1,-6.945.524.215.698.240,8.511.462.807.655.330,-7.185.208.797.454.830,149.399.995.803.833,23.399.999.141.693.100,14.639.999.389.648.400
7,4.402.936.935.424.800,622.731.876.373.291,4.280.832.767.486.570,CHI,1,6.854.977.011.680.600,-14.173.343.181.610.100,8.250.473.141.670.220,13.799.999.237.060.500,9.119.999.885.559.080,12.179.999.351.501.400
8,-22.026.655.077.934.200,38.594.532.012.939.400,12.983.756.065.368.600,CHI,1,-17.028.251.886.367.700,10.583.401.918.411.200,-4.308.994.710.445.400,14.579.999.923.706.000,12,8.279.999.732.971.190
8,3.706.224.203.109.740,24.588.451.385.498.000,9.758.766.174.316.400,CHI,1,4.074.636.399.745.940,-9.427.590.668.201.440,869.255.781.173.706,15,10.559.999.465.942.300,9.119.999.885.559.080
8,-3.758.896.589.279.170,21.523.873.805.999.700,4.972.756.862.640.380,CHI,1,-13.635.385.036.468.500,1.689.509.391.784.660,14.301.174.879.074.000,15.779.999.732.971.100,7.679.999.828.338.620,10.019.999.504.089.300
9,7.805.097.699.165.340,15.107.412.338.256.800,3.754.108.190.536.490,CHI,1,118.723.726.272.583,2.862.365.484.237.670,-993.891.716.003.418,16.559.999.465.942.300,1.5,9.899.999.618.530.270
9,-15.083.470.940.589.900,27.676.970.958.709.700,15.128.960.609.436.000,CHI,1,-2.871.420.383.453.360,-8.916.263.580.322.260,-16.511.599.719.524.300,1.565.999.984.741.210,-20.999.999.046.325.600,11.699.999.809.265.100
0,-38.498.764.038.085.900,9.744.400.978.088.370,16.309.301.376.342.700,CHD,1,5.709.817.409.515.380,8.282.431.364.059.440,1.453.553.318.977.350,13.799.999.952.316.200,-10.619.999.885.559.000,19.920.000.076.293.900
1,-4.189.853.072.166.440,-16.998.831.927.776.300,13.706.804.275.512.600,CHD,1,1.535.578.727.722.160,3.888.215.124.607.080,28.985.846.042.633.000,9.599.999.785.423.270,-11.460.000.038.146.900,2.015.999.984.741.210
1,4.345.476.150.512.690,2.363.077.163.696.280,5.858.611.583.709.710,CHD,1,-2.886.866.629.123.680,24.820.661.544.799.800,1.858.886.480.331.420,-5.519.999.980.926.510,-9.239.999.771.118.160,19.619.998.931.884.700
1,-2.604.891.538.619.990,377.565.598.487.854,7.673.416.614.532.470,CHD,1,15.755.261.182.785.000,-25.566.346.645.355.200,-5.102.616.548.538.200,-1.434.000.015.258.780,-11.999.999.284.744.200,16.559.999.465.942.300
2,23.367.409.706.115.700,31.076.738.834.381.100,6.600.813.865.661.620,CHD,1,1.779.524.326.324.460,19.659.456.014.633.100,3.786.482.572.555.540,-13.920.000.076.293.900,4.079.999.923.706.050,16.979.999.542.236.300
2,-31.675.288.677.215.500,-25.234.885.215.759.200,-71.826.050.989.329.800,CHD,1,1.017.327.532.172.200,-2.130.528.911.948.200,-325.544.810.295.105,-11.579.999.923.706.000,4.799.999.713.897.700,19.139.999.389.648.400
2,7.182.605.266.571.040,-10.223.240.852.355.900,6.385.335.922.241.210,CHD,1,9.821.738.004.684.440,-14.146.711.826.324.400,7.973.504.662.513.730,-1.115.999.984.741.210,5.999.999.865.889.540,19.739.999.771.118.100
3,4.525.041.103.363.030,-12.282.254.695.892.300,1.139.161.205.291.740,CHD,1,-8.175.904.750.823.970,-4.037.352.204.322.810,48.469.531.536.102.200,-9.179.999.351.501.460,-7.859.999.656.677.240,2.003.999.900.817.870
3,5.942.408.561.706.540,-27.437.551.021.575.900,13.385.981.559.753.400,CHD,1,15.371.766.090.393.000,2.876.213.937.997.810,4.585.963.487.625.120,-8.639.999.389.648.430,-8.639.999.389.648.430,20.279.998.779.296.800
3,5.882.553.577.423.090,4.410.119.533.538.810,26.360.161.304.473.800,CHD,1,1.953.162.431.716.910,-9.922.938.346.862.790,-6.572.681.665.420.530,-9.479.999.542.236.320,-10.799.999.237.060.500,20.939.998.626.708.900
4,2.753.331.959.247.580,-2.786.850.690.841.670,29.429.527.282.714.800,CHD,1,-3.831.223.726.272.580,-1.205.346.703.529.350,-6.226.470.470.428.460,-11.039.999.961.853.000,6.179.999.828.338.620,1.865.999.984.741.210
4,-17.477.671.802.043.900,16.136.919.260.025.000,6.440.402.507.781.980,CHD,1,-35.526.570.677.757.200,6.221.144.199.371.330,-5.475.459.098.815.910,-10.619.999.885.559.000,8.460.000.038.146.970,18.600.000.381.469.700
4,5.999.869.346.618.650,-1.280.897.855.758.660,108.720.703.125,CHD,1,-3.701.793.909.072.870,11.728.562.116.622.900,-1.063.666.582.107.540,-89.399.995.803.833,8.579.999.923.706.050,19.979.999.542.236.300
5,12.425.906.658.172.600,-1.699.883.222.579.950,29.041.666.984.558.100,CHD,1,-27.963.191.270.828.200,18.482.337.892.055.500,9.219.864.010.810.850,-8.579.999.923.706.050,4.380.000.114.440.910,20.760.000.228.881.800
5,4.244.919.776.916.500,-38.331.170.082.092.200,7.117.961.883.544.920,CHD,1,2.429.868.221.282.950,4.164.651.393.890.380,-5.699.164.867.401.120,-7.259.999.752.044.670,5.999.999.865.889.540,223.799.991.607.666
5,26.024.973.392.486.500,31.531.636.714.935.300,12.382.811.546.325.600,CHD,1,12.213.257.551.193.200,-28.016.453.981.399.500,-13.443.636.894.226.000,-8.039.999.961.853.020,18.600.000.143.051.100,2.184.000.015.258.780
6,3.265.690.994.262.690,-16.519.991.159.439.000,11.329.362.869.262.600,CHD,1,-21.624.867.916.107.100,-34.450.652.599.334.700,3.065.831.184.387.200,-11.039.999.961.853.000,8.639.999.389.648.430,17.760.000.228.881.800
6,-5.746.084.079.146.380,34.787.750.244.140.600,5.080.495.834.350.580,CHD,1,-4.274.373.531.341.550,10.466.222.763.061.500,-12.889.699.637.889.800,-10.679.999.351.501.400,13.619.999.885.559.000,15.420.000.076.293.900
6,9.605.537.414.550.780,-5.985.504.388.809.200,58.203.043.937.683.100,CHD,1,6.162.554.621.696.470,-12.479.573.488.235.400,21.992.385.387.420.600,-7.5,134.399.995.803.833,17.459.999.084.472.600
7,2.559.401.512.145.990,-7.589.619.159.698.480,13.505.691.528.320.300,CHD,1,-2.737.196.922.302.240,28.048.412.799.835.200,-12.042.814.493.179.300,-4.199.999.809.265.130,10.739.999.771.118.100,20.579.999.923.706.000
7,46.040.496.826.171.800,-19.871.874.153.614.000,7.745.242.595.672.600,CHD,1,1.423.193.335.533.140,3.094.593.286.514.280,5.336.974.859.237.670,-5.279.999.732.971.190,20.999.999.046.325.600,22.260.000.228.881.800
7,4.537.012.100.219.720,-419.224.739.074.707,12.485.761.642.456.000,CHD,1,612.527.072.429.657,-5.145.227.313.041.680,8.910.937.309.265.130,-7.679.999.828.338.620,-35.399.999.618.530.200,2.334.000.015.258.780
7,10.718.840.599.060.000,-19.967.641.830.444.300,1.755.428.695.678.710,CHD,1,-23.068.301.677.703.800,-16.980.315.446.853.600,-17.539.578.676.223.700,-737.999.963.760.376,11.999.999.284.744.200,2.315.999.984.741.210
8,4.730.942.726.135.250,319.865.345.954.895,12.926.295.280.456.500,CHD,1,9.970.875.382.423.400,-16.032.229.363.918.300,-9.092.032.313.346.860,-7.199.999.809.265.130,3.359.999.895.095.820,223.799.991.607.666
8,8.815.450.668.334.960,6.785.167.694.091.790,373.016.619.682.312,CHD,1,2.181.128.978.729.240,-2.419.748.306.274.410,4.042.678.475.379.940,-8.579.999.923.706.050,3.119.999.885.559.080,21.719.999.313.354.400
8,10.740.388.870.239.200,8.109.161.376.953.120,5.415.684.223.175.040,CHD,1,-28.122.982.382.774.300,2.514.556.646.347.040,-49.321.743.845.939.600,-959.999.942.779.541,7.019.999.980.926.510,19.439.998.626.708.900
9,-15.155.296.325.683.500,5.054.159.641.265.860,8.722.076.416.015.620,CHD,1,-5.938.849.449.157.710,-3.941.478.580.236.430,-49.428.272.247.314.400,-10.199.999.809.265.100,8.039.999.961.853.020,1.835.999.870.300.290
9,2.008.735.179.901.120,11.276.689.767.837.500,6.375.759.124.755.850,CHD,1,-7.052.050.828.933.710,-7.813.714.742.660.520,2.474.609.375,-1.175.999.927.520.750,20.399.999.618.530.200,18.719.999.313.354.400
0,-5.008.669.853.210.440,3.864.241.600.036.620,21.559.785.842.895.500,CHA,1,-25.369.272.232.055.600,-19.707.392.156.124.100,3.114.833.354.949.950,-3.059.999.942.779.540,-1.115.999.984.741.210,20.579.999.923.706.000
0,-27.054.479.122.161.800,4.015.076.160.430.900,12.607.866.287.231.400,CHA,1,28.804.750.442.504.800,18.514.295.816.421.500,15.329.155.921.936.000,-5.400.000.095.367.430,-1.175.999.927.520.750,19.260.000.228.881.800
0,-968.694.019.317.627,35.721.490.383.148.100,28.227.639.198.303.200,CHA,1,-7.195.861.339.569.090,5.246.427.655.220.030,-6.902.913.451.194.760,-9.719.999.313.354.490,-8.220.000.267.028.800,1.853.999.900.817.870
1,-11.109.095.811.843.800,3.308.786.630.630.490,13.529.633.522.033.600,CHA,1,-11.824.435.740.709.300,-1.391.767.978.668.210,-11.899.003.982.543.900,-12.719.999.313.354.400,-26.399.998.664.855.900,18.420.000.076.293.900
1,6.809.109.687.805.170,-5.815.515.995.025.630,11.283.872.604.370.100,CHA,1,-5.542.038.440.704.340,-33.662.357.330.322.200,3.185.673.236.846.920,-11.699.999.809.265.100,-16.799.999.475.479.100,19.799.999.237.060.500
1,10.309.432.983.398.400,-2.169.146.776.199.340,18.938.134.908.676.100,CHA,1,303.653.621.673.584,-33.262.882.232.666.000,8.628.641.963.005.060,-3.299.999.952.316.280,-8.519.999.504.089.350,1.853.999.900.817.870
1,3.205.836.057.662.960,-6.955.155.849.456.780,8.152.256.965.637.200,CHA,1,-2.235.990.047.454.830,-49.747.851.490.974.400,-7.984.157.204.627.990,4.559.999.942.779.540,-1.668.000.030.517.570,10.979.999.542.236.300
2,9.545.681.953.430.170,-5.681.440.830.230.710,9.950.302.124.023.430,CHA,1,40.123.186.111.450.100,-2.573.146.343.231.200,8.847.021.460.533.140,9.719.999.313.354.490,-15.539.999.961.853.000,2.759.999.990.463.250
2,6.232.107.162.475.580,1.173.158.884.048.460,1.103.248.119.354.240,CHA,1,29.049.761.295.318.600,25.561.020.374.298.000,18.801.917.135.715.400,9.960.000.038.146.970,-14.460.000.038.146.900,3.240.000.009.536.740
2,-4.106.055.736.541.740,-7.733.271.718.025.200,-20.470.423.698.425.200,CHA,1,21.688.783.168.792.700,35.963.327.884.674.000,-4.846.953.392.028.800,23.999.999.463.558.100,-9.420.000.076.293.940,14.399.999.618.530.200
3,-17.350.780.487.060.500,16.519.992.053.508.700,4.752.490.520.477.290,CHA,1,-10.865.697.860.717.700,-4.356.931.746.006.010,-12.761.868.238.449.000,-12,-17.999.999.523.162.800,16.440.000.534.057.600
3,-9.916.783.332.824.700,5.482.721.924.781.790,15.938.200.950.622.500,CHA,1,-26.056.368.350.982.600,-32.623.724.937.438.900,-28.549.087.047.576.900,-17.940.000.534.057.600,-14.399.999.380.111.600,10.800.000.190.734.800
3,3.907.337.188.720.700,-4.031.835.556.030.270,-5.525.817.394.256.590,CHA,1,-4.908.205.986.022.940,-10.961.570.739.746.000,23.089.606.761.932.300,-1.668.000.030.517.570,7.199.999.690.055.840,12.300.000.190.734.800
4,55.545.477.867.126.400,5.267.243.981.361.380,596.874.475.479.126,CHA,1,-11.909.656.524.658.200,203.678.560.256.958,-869.255.781.173.706,-9.119.999.885.559.080,-3.179.999.828.338.620,1.703.999.900.817.870
4,-47.405.192.255.973.800,-49.799.394.607.543.900,10.223.240.852.355.900,CHA,1,19.536.950.588.226.300,4.344.681.262.969.970,24.618.260.860.443.100,17.999.999.523.162.800,-13.199.999.809.265.100,13.319.999.694.824.200
4,-10.534.487.664.699.500,41.180.267.333.984.300,35.003.228.187.561.000,CHA,1,13.177.320.957.183.800,3.020.024.597.644.800,6.604.639.887.809.750,4.619.999.885.559.080,-1.619.999.885.559.080,10.619.999.885.559.000
5,-16.112.977.266.311.600,35.625.722.408.294.600,19.333.179.473.876.900,CHA,1,19.925.771.951.675.400,10.775.150.060.653.600,-12.831.110.954.284.600,17.999.999.225.139.600,-13.679.999.351.501.400,16.559.999.465.942.300
5,-4.833.893.299.102.780,19.081.788.063.049.300,23.104.045.391.082.700,CHA,1,-44.741.106.033.325.100,20.389.161.109.924.300,-9.970.875.382.423.400,-38.399.999.141.693.100,-7.919.999.599.456.780,20.939.998.626.708.900
5,-4.774.038.314.819.330,7.441.178.798.675.530,4.843.470.096.588.130,CHA,1,5.848.301.649.093.620,-9.709.885.716.438.290,-1.432.780.623.435.970,-9.719.999.313.354.490,-18.600.000.143.051.100,19.979.999.542.236.300
6,-7.273.584.842.681.880,15.801.730.751.991.200,4.553.771.495.819.090,CHA,1,-4.181.163.012.981.410,49.907.639.622.688.200,-5.555.354.356.765.740,-1.415.999.984.741.210,-7.799.999.713.897.700,17.579.999.923.706.000
6,-35.913.024.097.681.000,33.303.346.633.911.100,39.025.487.899.780.200,CHA,1,13.161.342.144.012.400,-36.703.686.714.172.300,18.610.169.887.542.700,-1.265.999.984.741.210,-4.739.999.771.118.160,1.818.000.030.517.570
6,-6.081.272.125.244.140,-31.890.766.620.635.900,18.935.741.424.560.500,CHA,1,-3.696.467.638.015.740,-8.985.505.700.111.380,-1.026.382.327.079.770,-4.679.999.828.338.620,-6.779.999.732.971.190,20.520.000.457.763.600
7,8.774.748.802.185.050,5.700.594.425.201.410,1.702.277.421.951.290,CHA,1,11.414.308.547.973.600,24.719.462.394.714.300,6.972.155.570.983.880,5.159.999.847.412.100,-10.139.999.389.648.400,1.734.000.015.258.780
7,-7.445.967.197.418.210,24.372.973.442.077.600,7.671.022.415.161.130,CHA,1,19.558.255.672.454.800,-24.825.987.815.856.900,13.001.552.820.205.600,4.679.999.828.338.620,-14.519.999.504.089.300,15.299.999.237.060.500
7,10.989.385.843.276.900,4.168.305.397.033.690,12.897.564.888.000.400,CHA,1,2.737.729.549.407.950,-18.269.285.559.654.200,9.896.306.991.577.140,23.999.998.569.488.500,-13.199.999.809.265.100,1.853.999.900.817.870
8,6.248.866.319.656.370,3.751.713.991.165.160,8.698.134.422.302.240,CHA,1,10.327.738.523.483.200,14.849.786.758.422.800,7.781.757.116.317.740,12.599.999.904.632.500,-12.779.999.732.971.100,18.719.999.313.354.400
8,15.610.195.398.330.600,831.985.092.163.086,7.314.286.231.994.620,CHA,1,17.630.126.476.287.800,8.356.999.754.905.700,-6.844.323.873.519.890,-3.359.999.895.095.820,-1.175.999.927.520.750,19.920.000.076.293.900
8,-8.192.957.878.112.790,6.174.646.377.563.470,1.599.326.729.774.470,CHA,1,18.748.654.425.144.100,9.592.706.561.088.560,-5.054.680.109.024.040,-7.319.999.694.824.210,-6.779.999.732.971.190,20.939.998.626.708.900
0,-9.390.059.471.130.370,401.268.196.105.957,7.050.923.824.310.300,CHD,1,-7.233.145.833.015.440,-35.846.149.921.417.200,-13.209.278.881.549.800,-193.799.991.607.666,-14.399.999.380.111.600,9.960.000.038.146.970
1,-153.707.754.611.969,1.048.660.397.529.600,12.789.825.439.453.100,CHD,1,-213.052.898.645.401,-13.869.743.347.167.900,-1.149.953.007.698.050,-19.920.000.076.293.900,-3.240.000.009.536.740,10.079.999.923.706.000
1,-1.657.984.733.581.540,-24.523.807.525.634.700,19.551.050.186.157.200,CHD,1,-5.992.112.636.566.160,3.579.288.721.084.590,-6.597.715.377.807.610,-17.459.999.084.472.600,-3.059.999.942.779.540,13.679.999.351.501.400
1,6.320.692.300.796.500,10.295.066.982.507.700,11.137.825.965.881.300,CHD,1,-38.722.363.114.356.900,1.203.748.807.311.050,-16.607.472.896.575.900,-13.799.999.237.060.500,-5.039.999.961.853.020,16.739.999.771.118.100
2,-1.091.755.986.213.680,-42.377.370.595.932.000,11.233.593.940.734.800,CHD,1,-16.458.336.114.883.400,-15.233.281.254.768.300,-39.521.312.713.623.000,-12.779.999.732.971.100,-6.119.999.885.559.080,17.579.999.923.706.000
2,24.588.451.385.498.000,3.016.694.188.117.980,871.489.429.473.877,CHD,1,-2.924.150.824.546.810,20.985.709.130.764.000,12.719.258.069.992.000,-10.859.999.656.677.200,-5.940.000.057.220.450,19.079.999.923.706.000
2,33.279.404.044.151.300,-4.429.273.009.300.230,-3.069.366.693.496.700,CHD,1,6.455.502.510.070.800,-3.941.478.580.236.430,16.032.229.363.918.300,-9.059.999.465.942.380,-9.359.999.656.677.240,20.100.000.381.469.700
3,3.952.826.976.776.120,31.938.650.608.062.700,6.576.871.871.948.240,CHD,1,24.628.913.402.557.300,-38.242.992.758.750.900,6.775.081.753.730.770,-89.399.995.803.833,-1.109.999.942.779.540,19.559.999.465.942.300
3,7.407.660.007.476.800,-22.146.365.642.547.600,1.224.394.702.911.370,CHD,1,268.233.585.357.666,28.788.771.629.333.400,10.791.128.873.825.000,-8.220.000.267.028.800,-1.175.999.927.520.750,18.719.999.313.354.400
3,20.590.133.666.992.100,4.651.933.670.043.940,1.524.627.685.546.870,CHD,1,-807.470.440.864.563,-22.535.669.803.619.300,-72.437.983.751.297,-10.380.000.114.440.900,-5.099.999.904.632.560,18.299.999.237.060.500
3,4.390.965.938.568.110,4.489.128.112.792.960,7.783.549.785.614.010,CHD,1,26.684.874.296.188.300,-3.099.919.557.571.410,1.953.162.431.716.910,-1.434.000.015.258.780,24.600.000.381.469.700,1.631.999.969.482.420
4,14.437.036.514.282.200,7.996.633.529.663.080,8.286.332.130.432.120,CHD,1,15.409.049.987.792.900,-11.222.561.597.824.000,4.208.327.293.395.990,-15.239.999.771.118.100,38.399.999.141.693.100,15.960.000.038.146.900
4,-7.972.691.655.158.990,31.651.346.683.502.100,9.746.794.700.622.550,CHD,1,-9.113.337.397.575.370,15.329.155.921.936.000,-7.605.988.383.293.150,-12.359.999.656.677.200,6.359.999.656.677.240,17.459.999.084.472.600
4,42.760.443.687.438.900,-619.379.997.253.418,13.407.529.830.932.600,CHD,1,-5.651.227.831.840.510,24.868.597.984.313.900,612.899.923.324.585,-11.639.999.389.648.400,5.460.000.038.146.970,18.420.000.076.293.900
5,-2.054.224.967.956.540,2.808.398.485.183.710,2.229.241.180.419.920,CHD,1,4.585.963.487.625.120,773.914.635.181.427,-22.743.396.759.033.200,-13.079.999.923.706.000,7.859.999.656.677.240,1.415.999.984.741.210
5,37.876.269.817.352.200,26.599.581.241.607.600,23.257.274.627.685.500,CHD,1,-5.368.933.081.626.890,-31.590.416.431.427,4.484.763.443.470.000,-14.039.999.961.853.000,1.265.999.984.741.210,8.460.000.038.146.970
5,-11.166.556.358.337.400,7.122.750.282.287.590,4.869.806.289.672.850,CHD,1,9.832.391.142.845.150,7.536.746.263.504.020,-16.873.788.833.618.100,-1.619.999.885.559.080,8.460.000.038.146.970,9.300.000.190.734.860
6,4.508.281.707.763.670,2.142.810.583.114.620,9.193.734.169.006.340,CHD,1,6.024.070.382.118.220,-587.493.360.042.572,-11.318.434.476.852.400,-1.781.999.969.482.420,1.559.999.942.779.540,10.380.000.114.440.900
6,-4.474.762.916.564.940,32.345.664.501.190.100,901.895.809.173.584,CHD,1,9.278.453.588.485.710,-5.368.933.081.626.890,-8.575.379.103.422.160,-1.781.999.969.482.420,-34.800.000.190.734.800,12.119.999.885.559.000
6,3.270.479.440.689.080,16.974.890.232.086.100,3.885.789.394.378.660,CHD,1,848.483.145.236.969,11.723.235.845.565.700,5.645.901.709.794.990,-15.119.999.885.559.000,-39.599.997.997.283.900,17.100.000.381.469.700
7,31.890.766.620.635.900,-3.208.230.137.825.010,27.930.757.522.583.000,CHD,1,17.779.263.257.980.300,-36.687.707.901.000.900,16.335.830.688.476.500,-12.239.999.771.118.100,24.600.000.381.469.700,1.769.999.885.559.080
7,5.305.551.052.093.500,-15.083.470.940.589.900,32.178.070.545.196.500,CHD,1,-24.879.250.526.428.200,-12.394.351.959.228.500,-23.920.512.199.401.800,-8.880.000.114.440.910,8.279.999.732.971.190,1.853.999.900.817.870
7,-2.612.074.136.734.000,26.575.639.247.894.200,8.734.047.889.709.470,CHD,1,7.281.082.272.529.600,5.986.786.484.718.320,-23.062.975.704.669.900,-8.819.999.694.824.210,4.199.999.809.265.130,20.399.999.618.530.200
8,3.404.554.843.902.580,35.721.490.383.148.100,56.191.911.697.387.600,CHD,1,521.446.943.283.081,7.020.092.606.544.490,-28.921.929.001.808.100,-10.619.999.885.559.000,-25.799.999.237.060.500,19.920.000.076.293.900
8,18.483.237.028.121.900,35.003.228.187.561.000,14.231.135.368.347.100,CHD,1,-1.821.069.598.197.930,-8.319.715.261.459.350,41.864.892.840.385.400,-984.000.015.258.789,-6.480.000.019.073.480,20.219.999.313.354.400
8,5.432.443.618.774.410,17.405.846.118.927.000,1.689.109.230.041.500,CHD,1,-22.956.448.793.411.200,1.354.483.723.640.440,-12.911.005.020.141.600,-6.779.999.732.971.190,-11.639.999.389.648.400,1.968.000.030.517.570
9,1.359.906.554.222.100,30.885.202.884.674.000,7.833.827.972.412.100,CHD,1,9.981.527.924.537.650,-46.552.056.074.142.400,8.101.336.359.977.720,-3.299.999.952.316.280,-14.460.000.038.146.900,19.020.000.457.763.600
9,18.576.610.565.185.500,-35.434.186.458.587.600,9.033.323.287.963.860,CHD,1,-7.680.556.774.139.400,-32.671.661.376.953.100,4.167.314.529.418.940,-4.559.999.942.779.540,-12.059.999.465.942.300,20.399.999.618.530.200
0,-8.927.978.515.625,2.518.700.122.833.250,6.744.466.304.779.050,CHA,1,6.157.228.350.639.340,2.533.731.460.571.280,-11.472.898.721.694.900,-7.139.999.866.485.590,-13.679.999.351.501.400,1.835.999.870.300.290
1,-19.546.262.741.088.800,-6.560.112.833.976.740,32.752.678.394.317.600,CHA,1,4.538.026.452.064.510,7.797.735.929.489.130,-11.201.255.321.502.600,-7.859.999.656.677.240,-9.300.000.190.734.860,19.799.999.237.060.500
1,10.055.646.896.362.300,5.822.698.593.139.640,5.889.736.175.537.100,CHA,1,-6.375.607.848.167.410,-1.621.865.153.312.680,3.334.277.868.270.870,-9.960.000.038.146.970,-3.179.999.828.338.620,20.579.999.923.706.000
1,25.115.175.247.192.300,5.171.475.410.461.420,10.342.950.820.922.800,CHA,1,-4.681.837.260.723.110,-13.725.932.836.532.500,15.781.892.538.070.600,-671.999.979.019.165,-24.600.000.381.469.700,2.135.999.870.300.290
2,10.409.989.356.994.600,-7.067.683.219.909.660,16.350.004.196.166.900,CHA,1,-43.952.813.148.498.500,-3.638.410.806.655.880,2.389.920.711.517.330,13.799.999.952.316.200,-7.919.999.599.456.780,2.081.999.969.482.420
2,54.444.146.156.311.000,-6.378.153.324.127.190,5.901.707.172.393.790,CHA,1,-426.105.797.290.802,4.970.523.834.228.510,-10.402.307.510.375.900,3.240.000.009.536.740,-163.799.991.607.666,7.559.999.942.779.540
2,-7.362.170.219.421.380,-10.718.840.599.060.000,32.654.518.127.441.400,CHA,1,-5.050.418.853.759.760,21.443.772.315.979.000,-33.177.661.895.751.900,4.319.999.694.824.210,-19.799.999.237.060.500,-11.399.999.856.948.800
2,5.341.464.042.663.570,-45.010.992.884.635.900,15.330.073.356.628.400,CHA,1,32.224.249.839.782.700,1.410.942.792.892.450,-5.699.164.792.895.310,8.460.000.038.146.970,-16.440.000.534.057.600,5.519.999.980.926.510
3,-11.168.951.034.545.800,20.183.119.773.864.700,-507.570.743.560.791,CHA,1,-33.236.250.281.333.900,2.775.014.042.854.300,-30.743.532.180.786.100,18.600.000.143.051.100,-9.359.999.656.677.240,15.479.999.542.236.300
3,-13.654.131.889.343.200,5.013.458.251.953.120,9.636.661.529.541.010,CHA,1,-13.699.301.481.246.900,-15.835.156.440.734.800,-9.693.906.307.220.450,-8.220.000.267.028.800,-20.399.999.618.530.200,2.069.999.885.559.080
3,-18.794.483.184.814.400,-25.761.611.461.639.400,-7.661.445.617.675.780,CHA,1,2.589.125.156.402.580,-14.567.492.008.209.200,-10.588.728.189.468.300,-834.000.015.258.789,20.999.999.046.325.600,2.081.999.969.482.420
4,39.647.979.736.328.100,-27.485.435.009.002.600,21.863.849.639.892.500,CHA,1,-4.612.062.454.223.630,-12.809.804.677.963.200,29.337.382.316.589.300,-37.200.000.286.102.200,5.339.999.675.750.730,21.719.999.313.354.400
4,-363.918.662.071.228,6.689.399.719.238.280,7.268.796.443.939.200,CHA,1,21.092.236.042.022.700,-12.964.268.922.805.700,-449.008.971.452.713,-13.799.999.952.316.200,-8.999.999.761.581.420,21.719.999.313.354.400
4,-22.457.611.560.821.500,20.231.003.761.291.500,4.400.542.736.053.460,CHA,1,5.379.585.549.235.340,2.783.535.957.336.420,3.568.635.880.947.110,11.999.999.731.779.000,-9.779.999.732.971.190,2.081.999.969.482.420
5,15.533.580.780.029.200,-6.933.608.055.114.740,10.127.472.877.502.400,CHA,1,-29.087.045.192.718.500,-7.817.443.370.819.090,35.553.200.244.903.500,35.999.998.450.279.200,-11.039.999.961.853.000,2.015.999.984.741.210
5,-20.805.611.610.412.500,-5.513.846.397.399.900,17.642.871.856.689.400,CHA,1,-12.958.942.651.748.600,24.282.703.399.658.200,-30.077.741.146.087.600,-5.999.999.642.372.130,-14.279.999.732.971.100,17.279.998.779.296.800
5,5.188.235.282.897.940,47.884.035.110.473.600,645.476.770.401.001,CHA,1,4.394.216.060.638.420,22.370.553.016.662.500,-2.175.802.707.672.110,5.039.999.961.853.020,-1.565.999.984.741.210,10.920.000.076.293.900
6,2.827.552.318.572.990,7.759.607.791.900.630,-451.067.590.713.501,CHA,1,17.108.147.144.317.600,3.538.275.957.107.540,7.653.924.822.807.310,3.240.000.009.536.740,-6.179.999.828.338.620,15.119.999.885.559.000
